#,Priority,Segment,Area,Company name,Name for messages,Companies House number,Companies House link,Accounts type,Incorporated,Registered address,Postcode,Group entities collapsed,Also in earlier 933 research list (not messaged),Nearest pitch,Walk to nearest (min),Lead-with pitch,Walk to lead-with pitch (min),Other pitches within 19 min,Latitude,Longitude
98,2,Insurance / broker,City of London,Vector Investment Capital (Holdings) Limited,Vector Investment Capital,10126196,https://find-and-update.company-information.service.gov.uk/company/10126196,Group,15/04/2016,"71 Fenchurch Street, London",EC3M 4BS,1,,Liverpool St - Attlee Centre,12.1,Liverpool St - Attlee Centre,12.1,,51.512227,-0.078702
99,2,Insurance / broker,City of London,Fidentia Insurance Brokers Limited,Fidentia Insurance Brokers,08620374,https://find-and-update.company-information.service.gov.uk/company/08620374,Group,23/07/2013,"Lloyd'S Avenue House, 6 Lloyd'S Avenue, London",EC3N 3AX,1,Fidentia Insurance Brokers,Liverpool St - Attlee Centre,12.5,Liverpool St - Attlee Centre,12.5,,51.511805,-0.078158
100,2,Fund / asset manager,City of London,Plum Fintech Limited,Plum Fintech,09952199,https://find-and-update.company-information.service.gov.uk/company/09952199,Group,14/01/2016,"2-7 Clerkenwell Green, 2Nd Floor, London",EC1R 0DE,1,Plum Fintech,Old St - Moreland Primary School,12.5,Old St - Moreland Primary School,12.5,St Pancras - Coram's Fields 3G (18.8),51.523177,-0.104434
101,2,Insurance / broker,City of London,Aegis London Holdings Limited,Aegis London,07984021,https://find-and-update.company-information.service.gov.uk/company/07984021,Group,09/03/2012,"25 Fenchurch Avenue, London",EC3M 5AD,4,,Liverpool St - Attlee Centre,13.2,Liverpool St - Attlee Centre,13.2,,51.512764,-0.081259
102,2,Insurance / broker,City of London,Inigo Limited,Inigo,12764745,https://find-and-update.company-information.service.gov.uk/company/12764745,Group,23/07/2020,"25 Fenchurch Avenue, London",EC3M 5AD,2,,Liverpool St - Attlee Centre,13.2,Liverpool St - Attlee Centre,13.2,,51.512764,-0.081259
103,2,Insurance / broker,City of London,AIG Europe (Services) Limited,AIG,00521852,https://find-and-update.company-information.service.gov.uk/company/00521852,Group,17/07/1953,"The Aig Building, 58 Fenchurch Street, London",EC3M 4AB,2,,Liverpool St - Attlee Centre,13.3,Liverpool St - Attlee Centre,13.3,,51.512025,-0.080065
104,2,Insurance / broker,City of London,Ergo Travel Insurance Services Ltd,Ergo Travel Insurance,11091555,https://find-and-update.company-information.service.gov.uk/company/11091555,Group,01/12/2017,"1 Fen Court, Fenchurch Avenue, London",EC3M 5BN,2,Ergo Uk Specialty,Liverpool St - Attlee Centre,13.5,Liverpool St - Attlee Centre,13.5,,51.512428,-0.081086
105,2,Insurance / broker,City of London,Map Equity Limited,Map Equity,03985522,https://find-and-update.company-information.service.gov.uk/company/03985522,Group,04/05/2000,"Salesforce Tower, 110 Bishopsgate, London",EC2N 4AY,2,,Liverpool St - Attlee Centre,9.7,Shoreditch Powerleague,13.9,Shoreditch Powerleague (13.9),51.516378,-0.081179
106,2,Fund / asset manager,City of London,Aberforth Partners LLP,Aberforth Partners,OC313353,https://find-and-update.company-information.service.gov.uk/company/OC313353,Group,21/05/2005,"Level 4, Dashwood House, 69 Old Broad Street, London",EC2M 1QS,2,,Liverpool St - Attlee Centre,11.3,Shoreditch Powerleague,14.0,Shoreditch Powerleague (14),51.516908,-0.082829
107,2,Fund / asset manager,City of London,Augmentum Capital LLP,Augmentum Capital,OC350764,https://find-and-update.company-information.service.gov.uk/company/OC350764,Group,11/12/2009,"5Th Floor, 4 Chiswell Street, London",EC1Y 4UP,3,,Shoreditch Powerleague,14.5,Shoreditch Powerleague,14.5,Liverpool St - Attlee Centre (17.7); Old St - Moreland Primary School (18.6),51.520787,-0.087942
108,2,Insurance / broker,City of London,Dale Partners Limited,Dale Partners,08698094,https://find-and-update.company-information.service.gov.uk/company/08698094,Group,19/09/2013,"70 St Mary Axe, London",EC3A 8BE,2,,Liverpool St - Attlee Centre,8.6,Shoreditch Powerleague,14.7,Shoreditch Powerleague (14.7),51.515551,-0.079571
109,2,Insurance / broker,City of London,Vitality UK Holdings Limited,Vitality,05933172,https://find-and-update.company-information.service.gov.uk/company/05933172,Group,12/09/2006,"3 More London Riverside, London",SE1 2AQ,4,,Bermondsey Riverside,15.1,Bermondsey Riverside,15.1,,51.50416,-0.079748
110,2,Fund / asset manager,City of London,MMC Ventures Partners LLP,MMC Ventures Partners,OC450941,https://find-and-update.company-information.service.gov.uk/company/OC450941,Group,09/02/2024,"3Rd Floor, 24 High Holborn, London",WC1V 6AZ,2,,St Pancras - Coram's Fields 3G,15.2,St Pancras - Coram's Fields 3G,15.2,,51.51856,-0.113144
111,2,Fund / asset manager,City of London,Orchard Global Services Limited,Orchard,06714157,https://find-and-update.company-information.service.gov.uk/company/06714157,Group,02/10/2008,"Level 16, 100 Bishopsgate, London",EC2N 4AG,2,Orchard Global Services,Liverpool St - Attlee Centre,10.5,Shoreditch Powerleague,15.2,Shoreditch Powerleague (15.2),51.515719,-0.081596
112,2,Insurance / broker,City of London,Iris Insurance Brokers Limited,Iris Insurance Brokers,04072404,https://find-and-update.company-information.service.gov.uk/company/04072404,Group,15/09/2000,"33 Exchequer Court, St. Mary Axe, London",EC3A 8AA,1,Iris Insurance Brokers,Liverpool St - Attlee Centre,9.6,Shoreditch Powerleague,15.5,Shoreditch Powerleague (15.5),51.515249,-0.080362
113,2,Fund / asset manager,City of London,Optio Group Limited,Optio,11032254,https://find-and-update.company-information.service.gov.uk/company/11032254,Group,25/10/2017,"10Th Floor, 1 Minster Court, Mincing Lane, London",EC3R 7AA,2,Optio Group,Liverpool St - Attlee Centre,15.5,Liverpool St - Attlee Centre,15.5,,51.51099,-0.081147
114,2,Insurance / broker,City of London,Alchemy Underwriting Limited,Alchemy Underwriting,10879844,https://find-and-update.company-information.service.gov.uk/company/10879844,Group,24/07/2017,"2 Seething Lane, Ground Floor, London",EC3N 4AT,2,Alchemy Underwriting,Liverpool St - Attlee Centre,15.7,Liverpool St - Attlee Centre,15.7,,51.510216,-0.079435
115,2,Fund / asset manager,City of London,Montanaro Asset Management Limited,Montanaro Asset Management,03246931,https://find-and-update.company-information.service.gov.uk/company/03246931,Group,06/09/1996,"53 Threadneedle Street, London",EC2R 8AR,2,Montanaro Asset Management,Liverpool St - Attlee Centre,15.9,Liverpool St - Attlee Centre,15.9,,51.51426,-0.085852
116,2,Fund / asset manager,City of London,Apposite Capital LLP,Apposite Capital,OC318626,https://find-and-update.company-information.service.gov.uk/company/OC318626,Group,23/03/2006,"89 Charterhouse Street, Second Floor, London",EC1M 6HR,1,,Old St - Moreland Primary School,16.1,Old St - Moreland Primary School,16.1,,51.520117,-0.100986
117,2,Fund / asset manager,City of London,True North Partners LLP,True North Partners,OC355533,https://find-and-update.company-information.service.gov.uk/company/OC355533,Group,09/06/2010,"73 Cornhill, London",EC3V 3QQ,1,,Liverpool St - Attlee Centre,16.2,Liverpool St - Attlee Centre,16.2,,51.513453,-0.085482
118,2,Insurance / broker,City of London,International Risk Solutions Limited,International Risk Solutions,03978143,https://find-and-update.company-information.service.gov.uk/company/03978143,Group,20/04/2000,"33 4Th Floor, Creechurch Lane, London",EC3A 5EB,1,International Risk Solutions,Liverpool St - Attlee Centre,9.0,Shoreditch Powerleague,16.4,Shoreditch Powerleague (16.4),51.514394,-0.078654
119,2,Fund / asset manager,City of London,Panmure Liberum Capital Limited,Panmure Liberum Capital,05912554,https://find-and-update.company-information.service.gov.uk/company/05912554,Group,22/08/2006,"Ropemaker Place Level 12, 25 Ropemaker Street, London",EC2Y 9LY,1,Panmure Liberum Capital,Shoreditch Powerleague,16.4,Shoreditch Powerleague,16.4,Old St - Moreland Primary School (18.7); Liverpool St - Attlee Centre (18.9),51.5201,-0.089383
120,2,Insurance / broker,City of London,Howden Group Holdings Limited,Howden,02937398,https://find-and-update.company-information.service.gov.uk/company/02937398,Group,09/06/1994,"One Creechurch Place, London",EC3A 5AF,8,,Liverpool St - Attlee Centre,9.0,Shoreditch Powerleague,16.6,Shoreditch Powerleague (16.6),51.514256,-0.078458
121,2,Insurance / broker,City of London,Meacock Capital PLC,Meacock Capital,03600178,https://find-and-update.company-information.service.gov.uk/company/03600178,Group,14/07/1998,"Hasilwood House, 60 Bishopsgate, London",EC2N 4AW,2,Meacock Capital,Liverpool St - Attlee Centre,11.9,Shoreditch Powerleague,16.6,Shoreditch Powerleague (16.6),51.515132,-0.082529
122,2,Fund / asset manager,City of London,TT International Asset Management Ltd,TT International Asset Management,12093921,https://find-and-update.company-information.service.gov.uk/company/12093921,Group,09/07/2019,"62 Threadneedle Street, London",EC2R 8HP,2,Tt International Asset Management,Liverpool St - Attlee Centre,16.7,Liverpool St - Attlee Centre,16.7,,51.514226,-0.086545
123,2,Fund / asset manager,City of London,Montagu Private Equity LLP,Montagu,OC319972,https://find-and-update.company-information.service.gov.uk/company/OC319972,Group,25/05/2006,"5Th Floor, 2 More London Riverside, London",SE1 2AP,2,,Bermondsey Riverside,16.9,Bermondsey Riverside,16.9,,51.505285,-0.080363
124,2,Fund / asset manager,City of London,AT Global Markets (UK) Limited,AT Global Markets,09827091,https://find-and-update.company-information.service.gov.uk/company/09827091,Group,16/10/2015,"Leaf C, 35Th Floor, Tower 42, 25, Old Broad Street, London",EC2N 1HQ,1,At Global Markets (Uk),Liverpool St - Attlee Centre,13.3,Shoreditch Powerleague,17.2,Shoreditch Powerleague (17.2),51.515264,-0.083994
125,2,Insurance / broker,City of London,Euclid Transactional UK Limited,Euclid Transactional,11237103,https://find-and-update.company-information.service.gov.uk/company/11237103,Group,06/03/2018,"41 Eastcheap, Eastcheap, London",EC3M 1DT,1,Euclid Transactional Uk,Liverpool St - Attlee Centre,17.3,Liverpool St - Attlee Centre,17.3,,51.510801,-0.083331
126,2,Fund / asset manager,City of London,SGM - Foreign Exchange Limited,SGM - Foreign Exchange,04529539,https://find-and-update.company-information.service.gov.uk/company/04529539,Group,09/09/2002,"41 Eastcheap, London",EC3M 1DT,1,Sgm - Foreign Exchange,Liverpool St - Attlee Centre,17.3,Liverpool St - Attlee Centre,17.3,,51.510801,-0.083331
127,2,Insurance / broker,City of London,Global Aerospace Underwriting Managers Limited,Global Aerospace Underwriting Managers,02512067,https://find-and-update.company-information.service.gov.uk/company/02512067,Group,14/06/1990,"Fitzwilliam House, 10 St Mary Axe, London",EC3A 8EQ,1,Global Aerospace Underwriting Managers,Liverpool St - Attlee Centre,11.3,Shoreditch Powerleague,17.5,Shoreditch Powerleague (17.5),51.514199,-0.081026
128,2,Fund / asset manager,City of London,Polen Capital UK LLP,Polen Capital,OC428634,https://find-and-update.company-information.service.gov.uk/company/OC428634,Group,28/08/2019,"First Floor Offices, 15 Austin Friars, London",EC2N 2HE,2,Polen Capital Uk Partner,Liverpool St - Attlee Centre,14.8,Shoreditch Powerleague,17.5,Shoreditch Powerleague (17.5),51.515894,-0.085711
129,2,Fund / asset manager,City of London,Arcus Infrastructure Partners LLP,Arcus Infrastructure Partners,OC343340,https://find-and-update.company-information.service.gov.uk/company/OC343340,Group,13/02/2009,"101 Moorgate, London",EC2M 6SA,3,,Liverpool St - Attlee Centre,17.8,Shoreditch Powerleague,17.8,Shoreditch Powerleague (17.8),51.51767,-0.088736
130,2,Fund / asset manager,City of London,Primary Capital Partners LLP,Primary Capital Partners,OC390504,https://find-and-update.company-information.service.gov.uk/company/OC390504,Group,21/01/2014,"Augustine House, 6A Austin Friars, London",EC2N 2HA,1,,Liverpool St - Attlee Centre,14.6,Shoreditch Powerleague,17.8,Shoreditch Powerleague (17.8),51.515473,-0.085268
131,2,Fund / asset manager,City of London,Robus Capital Management Limited,Robus Capital Management,07745735,https://find-and-update.company-information.service.gov.uk/company/07745735,Group,18/08/2011,"Central Court, 25 Southampton Buildings, London",WC2A 1AL,1,,St Pancras - Coram's Fields 3G,17.9,St Pancras - Coram's Fields 3G,17.9,,51.51735,-0.111696
132,2,Fund / asset manager,City of London,Sharegain Ltd,Sharegain,09600298,https://find-and-update.company-information.service.gov.uk/company/09600298,Group,20/05/2015,"77 Leadenhall Street, London",EC3A 3DE,1,Sharegain,Liverpool St - Attlee Centre,9.9,Shoreditch Powerleague,18.1,Shoreditch Powerleague (18.1),51.513348,-0.077934
133,2,Fund / asset manager,City of London,Shackleton Ventures Limited,Shackleton Ventures,06010019,https://find-and-update.company-information.service.gov.uk/company/06010019,Group,27/11/2006,"1St Floor, 48 Chancery Lane, Chancery Lane, London",WC2A 1JF,1,,St Pancras - Coram's Fields 3G,18.2,St Pancras - Coram's Fields 3G,18.2,,51.516883,-0.112306
134,2,Insurance / broker,City of London,International Transport Intermediaries Club Limited,International Transport Intermediaries Club,02725312,https://find-and-update.company-information.service.gov.uk/company/02725312,Group,18/06/1992,"90 Fenchurch Street, London",EC3M 4ST,1,,Liverpool St - Attlee Centre,10.0,Shoreditch Powerleague,18.4,Shoreditch Powerleague (18.4),51.513152,-0.077539
135,2,Insurance / broker,City of London,The United Kingdom Mutual Steam Ship Assurance Association Limited,United Kingdom Mutual Steam Ship Assurance Association,00022215,https://find-and-update.company-information.service.gov.uk/company/00022215,Group,18/02/1886,"90 Fenchurch Street, London",EC3M 4ST,3,,Liverpool St - Attlee Centre,10.0,Shoreditch Powerleague,18.4,Shoreditch Powerleague (18.4),51.513152,-0.077539
136,2,Insurance / broker,City of London,The London Steam-Ship Owners' Mutual Insurance Association Limited,London Steam-Ship Owners' Mutual Insurance Association,00010341,https://find-and-update.company-information.service.gov.uk/company/00010341,Group,19/02/1876,"50 Leman Street, London",E1 8HQ,1,,Liverpool St - Attlee Centre,8.2,Shoreditch Powerleague,18.5,Whitechapel (11.8); Shoreditch Powerleague (18.5),51.513545,-0.070806
137,2,Fund / asset manager,City of London,Hearthstone Investments Limited,Hearthstone Investments,06379066,https://find-and-update.company-information.service.gov.uk/company/06379066,Group,24/09/2007,"Suite 2.06, Bridge House, 181 Queen Victoria Street, London",EC4V 4EG,2,Hearthstone Investments,Borough Academy,18.6,Borough Academy,18.6,,51.511352,-0.103916
138,2,Fund / asset manager,City of London,Resonance Asset Management Limited,Resonance Asset Management,09028327,https://find-and-update.company-information.service.gov.uk/company/09028327,Group,07/05/2014,"Beaumont Bridge House, 181 Queen Victoria Street, London",EC4V 4EG,1,Resonance Asset Management,Borough Academy,18.6,Borough Academy,18.6,,51.511352,-0.103916
139,2,Insurance / broker,City of London,Brit Group Holdings Limited,Brit,15884169,https://find-and-update.company-information.service.gov.uk/company/15884169,Group,07/08/2024,"122 Leadenhall Street, London",EC3V 4AB,5,,Liverpool St - Attlee Centre,12.9,Shoreditch Powerleague,18.7,Shoreditch Powerleague (18.7),51.51377,-0.082298
140,2,Insurance / broker,City of London,Pine Walk Capital Limited,Pine Walk Capital,10846939,https://find-and-update.company-information.service.gov.uk/company/10846939,Group,03/07/2017,"22 Bishopsgate Level 42, London",EC2N 4BQ,1,Pine Walk Capital,Liverpool St - Attlee Centre,13.7,Shoreditch Powerleague,18.7,Shoreditch Powerleague (18.7),51.514149,-0.083493
141,2,Insurance / broker,City of London,Wealth Wizards Limited,Wealth Wizards,07014133,https://find-and-update.company-information.service.gov.uk/company/07014133,Group,09/09/2009,"80 Fenchurch Street, London",EC3M 4BY,1,,Liverpool St - Attlee Centre,10.3,Shoreditch Powerleague,18.7,Shoreditch Powerleague (18.7),51.513039,-0.077717
142,2,Fund / asset manager,City of London,Epic Investment Partners LLP,Epic Investment Partners,OC318938,https://find-and-update.company-information.service.gov.uk/company/OC318938,Group,06/04/2006,"Audrey House, 16-20 Ely Place, London",EC1N 6SN,1,,St Pancras - Coram's Fields 3G,19.0,St Pancras - Coram's Fields 3G,19.0,,51.519096,-0.107371
143,3,Fund / asset manager,City of London,Evolution Markets Limited,Evolution Markets,04679177,https://find-and-update.company-information.service.gov.uk/company/04679177,Full,26/02/2003,"1 Blossom Yard, Fourth Floor, London",E1 6RS,1,,Shoreditch Powerleague,4.2,Shoreditch Powerleague,4.2,Liverpool St - Attlee Centre (8.6),51.52146,-0.077982
144,3,Fund / asset manager,City of London,Investengine (UK) Limited,Investengine,10438231,https://find-and-update.company-information.service.gov.uk/company/10438231,Full,20/10/2016,"3Rd Floor Harling House, 47-51 Great Suffolk Street, London",SE1 0BS,1,,Borough Academy,4.2,Borough Academy,4.2,,51.503552,-0.100969
145,3,Fund / asset manager,City of London,Ultima Markets UK Limited,Ultima Markets,06249714,https://find-and-update.company-information.service.gov.uk/company/06249714,Full,16/05/2007,"1 Blossom Yard, Fourth Floor, London",E1 6RS,1,,Shoreditch Powerleague,4.2,Shoreditch Powerleague,4.2,Liverpool St - Attlee Centre (8.6),51.52146,-0.077982
146,3,Fund / asset manager,Canary Wharf,Refinitiv Transaction Services Limited,Refinitiv Transaction,02089076,https://find-and-update.company-information.service.gov.uk/company/02089076,Full,13/01/1987,"Five Canada Square, Canary Wharf, London",E14 5AQ,1,,Poplar,5.5,Poplar,5.5,,51.505641,-0.018529
147,3,Fund / asset manager,City of London,Clean Energy Partners LLP,Clean Energy Partners,OC370282,https://find-and-update.company-information.service.gov.uk/company/OC370282,Full,29/11/2011,"9Th Floor, 201 Bishopsgate, London",EC2M 3BN,1,,Shoreditch Powerleague,6.2,Shoreditch Powerleague,6.2,Liverpool St - Attlee Centre (8.7),51.520644,-0.079241
148,3,Fund / asset manager,City of London,Janus Henderson Investors International Limited,Janus Henderson,03594615,https://find-and-update.company-information.service.gov.uk/company/03594615,Full,06/07/1998,"201 Bishopsgate, London",EC2M 3AE,1,,Shoreditch Powerleague,6.2,Shoreditch Powerleague,6.2,Liverpool St - Attlee Centre (8.7),51.520644,-0.079241
149,3,Fund / asset manager,City of London,Nuveen Investment Management International Limited,Nuveen,02137726,https://find-and-update.company-information.service.gov.uk/company/02137726,Full,04/06/1987,"9Th Floor 201, Bishopsgate, London",EC2M 3BN,2,Nuveen Investment Management International,Shoreditch Powerleague,6.2,Shoreditch Powerleague,6.2,Liverpool St - Attlee Centre (8.7),51.520644,-0.079241
150,3,Fund / asset manager,City of London,Tabula Investment Management Limited,Tabula Investment Management,11286661,https://find-and-update.company-information.service.gov.uk/company/11286661,Full,03/04/2018,"201 Bishopsgate, London",EC2M 3AE,1,,Shoreditch Powerleague,6.2,Shoreditch Powerleague,6.2,Liverpool St - Attlee Centre (8.7),51.520644,-0.079241
151,3,Fund / asset manager,City of London,Finalto Financial Services Limited,Finalto Financial,06557752,https://find-and-update.company-information.service.gov.uk/company/06557752,Full,07/04/2008,"11Th Floor Broadgate Tower, Primrose Street, London",EC2A 2EW,1,Finalto Financial Services,Shoreditch Powerleague,6.3,Shoreditch Powerleague,6.3,Liverpool St - Attlee Centre (9.9),51.521062,-0.080031
152,3,Fund / asset manager,City of London,Firstrand Securities Limited,Firstrand Securities,10192986,https://find-and-update.company-information.service.gov.uk/company/10192986,Full,21/05/2016,"Level 23 The Broadgate Tower, 20 Primrose Street, London",EC2A 2EW,1,Firstrand Securities,Shoreditch Powerleague,6.3,Shoreditch Powerleague,6.3,Liverpool St - Attlee Centre (9.9),51.521062,-0.080031
153,3,Fund / asset manager,City of London,Astatine Capital Partners LLP,Astatine Capital Partners,OC376508,https://find-and-update.company-information.service.gov.uk/company/OC376508,Full,28/06/2012,"Duo, Level 6, 280 Bishopsgate, London",EC2M 4RB,1,,Shoreditch Powerleague,6.9,Shoreditch Powerleague,6.9,Liverpool St - Attlee Centre (7.1),51.519884,-0.078394
154,3,Fund / asset manager,City of London,"Bain Capital Private Equity (Europe), LLP",Bain Capital,OC380135,https://find-and-update.company-information.service.gov.uk/company/OC380135,Full,12/11/2012,"Duo, Level 6, 280 Bishopsgate, London",EC2M 4RB,2,,Shoreditch Powerleague,6.9,Shoreditch Powerleague,6.9,Liverpool St - Attlee Centre (7.1),51.519884,-0.078394
155,3,Fund / asset manager,City of London,London LGPS CIV Limited,London LGPS CIV,09136445,https://find-and-update.company-information.service.gov.uk/company/09136445,Full,17/07/2014,"4Th Floor, 22, Lavington Street, London",SE1 0NZ,1,,Borough Academy,6.9,Borough Academy,6.9,,51.505254,-0.099976
156,3,Fund / asset manager,City of London,MIC Capital Management UK LLP,MIC Capital Management,OC389160,https://find-and-update.company-information.service.gov.uk/company/OC389160,Full,13/11/2013,"Duo, Level 6, 280 Bishopsgate, London",EC2M 4RB,2,,Shoreditch Powerleague,6.9,Shoreditch Powerleague,6.9,Liverpool St - Attlee Centre (7.1),51.519884,-0.078394
157,3,Insurance / broker,Canary Wharf,Blumont Annuity Company UK Ltd,Blumont Annuity Company,14130490,https://find-and-update.company-information.service.gov.uk/company/14130490,Full,25/05/2022,"Level 26, 1 Canada Square, Canary Wharf",E14 5AB,1,,Poplar,7.1,Poplar,7.1,,51.504938,-0.019496
158,3,Insurance / broker,Canary Wharf,MDU Services Limited,MDU,03957086,https://find-and-update.company-information.service.gov.uk/company/03957086,Full,22/03/2000,"One Canada Square, London",E14 5GS,1,,Poplar,7.1,Poplar,7.1,,51.504955,-0.019424
159,3,Fund / asset manager,Canary Wharf,Alpha Capital Partners LLP,Alpha Capital Partners,OC324895,https://find-and-update.company-information.service.gov.uk/company/OC324895,Full,15/12/2006,"One Canada Square 37Th Floor, One Canada Square, London",E14 5AA,1,,Poplar,7.1,Poplar,7.1,,51.504938,-0.019496
160,3,Fund / asset manager,Canary Wharf,FS First Solutions Limited,FS First Solutions,08006945,https://find-and-update.company-information.service.gov.uk/company/08006945,Full,26/03/2012,"37Th Floor 1 Canada Square, Canary Wharf, London",E14 5AA,1,,Poplar,7.1,Poplar,7.1,,51.504938,-0.019496
161,3,Fund / asset manager,Canary Wharf,Madara Capital Management Ltd,Madara Capital Management,10425704,https://find-and-update.company-information.service.gov.uk/company/10425704,Full,13/10/2016,"39Th Floor, One Canada Square, Canary Wharf, London",E14 5AB,1,,Poplar,7.1,Poplar,7.1,,51.504938,-0.019496
162,3,Fund / asset manager,Canary Wharf,Vasey & Harris Asset Management Limited,Vasey & Harris Asset Management,10214397,https://find-and-update.company-information.service.gov.uk/company/10214397,Full,03/06/2016,"Level 7 One Canada Square, Canary Wharf, London",E14 5AA,1,,Poplar,7.1,Poplar,7.1,,51.504938,-0.019496
163,3,Fund / asset manager,Canary Wharf,Relative Value Investments UK Limited Liability Partnership,Relative Value Investments,OC343461,https://find-and-update.company-information.service.gov.uk/company/OC343461,Full,18/02/2009,"1 Churchill Place, London",E14 5HP,1,,Poplar,7.2,Poplar,7.2,,51.504924,-0.014381
164,3,Fund / asset manager,City of London,Autonomy Capital Research LLP,Autonomy Capital Research,OC303616,https://find-and-update.company-information.service.gov.uk/company/OC303616,Full,23/12/2002,"9 Appold Street, 6Th Floor, London",EC2A 2AP,2,,Shoreditch Powerleague,7.3,Shoreditch Powerleague,7.3,Liverpool St - Attlee Centre (12),51.521691,-0.081634
165,3,Fund / asset manager,City of London,Capital Markets Trading UK LLP,Capital Markets Trading,OC300617,https://find-and-update.company-information.service.gov.uk/company/OC300617,Full,24/08/2001,"6Th Floor, 9 Appold Street, London",EC2A 2AP,2,,Shoreditch Powerleague,7.3,Shoreditch Powerleague,7.3,Liverpool St - Attlee Centre (12),51.521691,-0.081634
166,3,Fund / asset manager,City of London,Flywire Payments Limited,Flywire Payments,07677601,https://find-and-update.company-information.service.gov.uk/company/07677601,Full,21/06/2011,"6Th Floor, 9 Appold Street, London",EC2A 2AP,1,,Shoreditch Powerleague,7.3,Shoreditch Powerleague,7.3,Liverpool St - Attlee Centre (12),51.521691,-0.081634
167,3,Fund / asset manager,City of London,MKS Investment Partners LLP,MKS Investment Partners,OC445373,https://find-and-update.company-information.service.gov.uk/company/OC445373,Full,13/01/2023,"6Th Floor, 9 Appold Street, London",EC2A 2AP,1,,Shoreditch Powerleague,7.3,Shoreditch Powerleague,7.3,Liverpool St - Attlee Centre (12),51.521691,-0.081634
168,3,Fund / asset manager,City of London,Vertis Capital Partners Limited,Vertis Capital Partners,15354221,https://find-and-update.company-information.service.gov.uk/company/15354221,Full,15/12/2023,"6Th Floor, 9 Appold Street, London",EC2A 2AP,1,,Shoreditch Powerleague,7.3,Shoreditch Powerleague,7.3,Liverpool St - Attlee Centre (12),51.521691,-0.081634
169,3,Fund / asset manager,City of London,VR Advisory Services (UK) LLP,VR Advisory,OC387140,https://find-and-update.company-information.service.gov.uk/company/OC387140,Full,08/08/2013,"6Th Floor, 9 Appold Street, London",EC2A 2AP,1,,Shoreditch Powerleague,7.3,Shoreditch Powerleague,7.3,Liverpool St - Attlee Centre (12),51.521691,-0.081634
170,3,Insurance / broker,Canary Wharf,Booking Protect Limited,Booking Protect,08968744,https://find-and-update.company-information.service.gov.uk/company/08968744,Full,31/03/2014,"C/O Csc Cls (Uk) Limited 5 Churchill Place, 10Th Floor, London",E14 5HU,1,,Poplar,8.0,Poplar,8.0,,51.504691,-0.013369
171,3,Insurance / broker,Canary Wharf,Cover Genius Limited,Cover Genius,09408621,https://find-and-update.company-information.service.gov.uk/company/09408621,Full,27/01/2015,"C/O Csc Cls (Uk) Limited 5 Churchill Place, 10Th Floor, London",E14 5HU,1,,Poplar,8.0,Poplar,8.0,,51.504691,-0.013369
172,3,Fund / asset manager,Canary Wharf,"BDT & MSD Partners International, LLP",BDT & MSD Partners,OC401498,https://find-and-update.company-information.service.gov.uk/company/OC401498,Full,27/08/2015,"5 Churchill Place, 10Th Floor, London",E14 5HU,1,,Poplar,8.0,Poplar,8.0,,51.504691,-0.013369
173,3,Fund / asset manager,Canary Wharf,Boston Partners (UK) Limited,Boston Partners,09084372,https://find-and-update.company-information.service.gov.uk/company/09084372,Full,12/06/2014,"C/O Csc Cls (Uk) Limited 5 Churchill Place, 10Th Floor, London",E14 5HU,1,,Poplar,8.0,Poplar,8.0,,51.504691,-0.013369
174,3,Fund / asset manager,Canary Wharf,Prizm Capital LLP,Prizm Capital,OC445092,https://find-and-update.company-information.service.gov.uk/company/OC445092,Full,16/12/2022,"C/O Csc Cls (Uk) Limited 5 Churchill Place, 10Th Floor, London",E14 5HU,1,,Poplar,8.0,Poplar,8.0,,51.504691,-0.013369
175,3,Fund / asset manager,Canary Wharf,Stable Asset Management Ltd.,Stable Asset Management,07471761,https://find-and-update.company-information.service.gov.uk/company/07471761,Full,16/12/2010,"C/O Csc Cls (Uk) Limited 5 Churchill Place, 10Th Floor, London",E14 5HU,1,,Poplar,8.0,Poplar,8.0,,51.504691,-0.013369
176,3,Fund / asset manager,Canary Wharf,Sunway Re Capital Advisors (UK) Limited,Sunway Re Capital Advisors,12280402,https://find-and-update.company-information.service.gov.uk/company/12280402,Full,24/10/2019,"C/O Csc Cls (Uk) Limited 5 Churchill Place, 10Th Floor, London",E14 5HU,1,,Poplar,8.0,Poplar,8.0,,51.504691,-0.013369
177,3,Fund / asset manager,City of London,EBS Dealing Resources International Limited,EBS Dealing Resources,02669861,https://find-and-update.company-information.service.gov.uk/company/02669861,Full,10/12/1991,"London Fruit And Wool Exchange, 1 Duval Square, London",E1   6PW,1,,Liverpool St - Attlee Centre,3.3,Shoreditch Powerleague,8.1,Shoreditch Powerleague (8.1); Whitechapel (18.6),51.518837,-0.075426
178,3,Fund / asset manager,City of London,Osttra Sef Limited,Osttra Sef,06292563,https://find-and-update.company-information.service.gov.uk/company/06292563,Full,26/06/2007,"London Fruit And Wool Exchange, 1 Duval Square, London",E1   6PW,1,,Liverpool St - Attlee Centre,3.3,Shoreditch Powerleague,8.1,Shoreditch Powerleague (8.1); Whitechapel (18.6),51.518837,-0.075426
